False: Execution aborted by timeout\ntime=1655641357.977987 gym-duckietown 2019.0.0

time=1655641358.5940073 Registering gym environment id: Duckietown-4way-v0
time=1655641358.594144 Registering gym environment id: Duckietown-loop_dyn_duckiebots-v0
time=1655641358.5942326 Registering gym environment id: Duckietown-loop_empty-v0
time=1655641358.594322 Registering gym environment id: Duckietown-loop_obstacles-v0
time=1655641358.594407 Registering gym environment id: Duckietown-loop_pedestrians-v0
time=1655641358.5945385 Registering gym environment id: Duckietown-small_loop-v0
time=1655641358.5946305 Registering gym environment id: Duckietown-small_loop_cw-v0
time=1655641358.5947075 Registering gym environment id: Duckietown-straight_road-v0
time=1655641358.59479 Registering gym environment id: Duckietown-straight_road_10_tiles_no_start_tile-v0
time=1655641358.5948672 Registering gym environment id: Duckietown-straight_road_no_start_tile-v0
time=1655641358.5949519 Registering gym environment id: Duckietown-straight_road_trafficlight-v0
time=1655641358.5950336 Registering gym environment id: Duckietown-straight_road_with_side_floor-v0
time=1655641358.595149 Registering gym environment id: Duckietown-udem1-v0
time=1655641358.595258 Registering gym environment id: Duckietown-zigzag_dists-v0
time=1655641361.2601979 Falling back to non-multisampled frame buffer
time=1655641361.265816 Falling back to non-multisampled frame buffer
time=1655641361.2703502 loading map file "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/maps/straight_road_no_start_tile.yaml"
time=1655641361.2791748 loading mesh "duckiebot.obj"
time=1655641361.2794938 loading materials from "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/meshes/duckiebot.mtl"
time=1655641361.6807191 loading texture "straight_1.png"
time=1655641361.7032504 using user tile start: [15, 0]
time=1655641361.704102 tile: {'coords': (15, 0), 'kind': 'straight', 'angle': 1, 'drivable': True, 'curves': array([[[8.775  , 0.     , 0.4095 ],
        [8.92125, 0.     , 0.4095 ],
        [9.21375, 0.     , 0.4095 ],
        [9.36   , 0.     , 0.4095 ]],

       [[9.36   , 0.     , 0.1755 ],
        [9.21375, 0.     , 0.1755 ],
        [8.92125, 0.     , 0.1755 ],
        [8.775  , 0.     , 0.1755 ]]]), 'texture': <gym_duckietown.graphics.Texture object at 0x7f73080f1fd0>, 'color': array([1, 1, 1])}
time=1655641361.7195055 road_tile_size=0.585
time=1655641361.7198944 Starting at [9.18147933 0.         0.3345182 ] 0.5294572558803837
time=1655641375.0083241 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.0768409 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.1506746 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641375.218592 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641375.2701197 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.3370657 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.4092793 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641375.4761918 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641375.5286632 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.5964487 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.6694648 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641375.737253 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641375.7885249 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.8654375 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641375.9552183 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.024829 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.078663 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.1466703 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.219878 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.2872984 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.33816 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.4045596 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.4780402 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.5466073 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.5991538 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.668166 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.7404563 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.8093994 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641376.859624 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641376.9348745 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.0255604 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.0929768 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.1461034 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.2140079 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.2860587 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.3534956 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.4040701 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.4720337 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.5459952 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.6153164 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.6665635 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.7346776 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641377.807367 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.8763344 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641377.9292846 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.0004165 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.0762882 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.1431506 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.1943984 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.2613156 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.3344116 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.4034457 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.4547467 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.5229151 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.5974545 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.6662803 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.7192092 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.7882402 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641378.859665 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.926548 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641378.9761076 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.0491283 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.1393175 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.2089655 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.262052 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.3314354 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.4033544 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.4725482 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.5254016 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
